,Y,Cuenta,Mes,Ppag,Uso,DM,Sexo,Estc
670,buen,"bad running",7.0,"pre buen pagador",privado,2415.0,hombre,"no vive solo"
671,buen,"bad running",13.0,"pre buen pagador",privado,2101.0,mujer,"vive solo"
672,buen,"bad running",18.0,"pre buen pagador",privado,1301.0,mujer,"no vive solo"
673,buen,"bad running",18.0,"pre buen pagador",privado,1113.0,mujer,"vive solo"
674,buen,"bad running",8.0,"pre buen pagador",privado,760.0,mujer,"vive solo"
675,buen,"bad running",12.0,"pre buen pagador",privado,625.0,mujer,"no vive solo"
676,buen,"bad running",6.0,"pre buen pagador",profesional,1323.0,hombre,"vive solo"
677,buen,no,9.0,"pre buen pagador",privado,1138.0,hombre,"no vive solo"
678,buen,"bad running",18.0,"pre buen pagador",privado,1795.0,mujer,"vive solo"
679,buen,"bad running",15.0,"pre buen pagador",privado,2728.0,hombre,"no vive solo"
680,buen,"bad running",6.0,"pre buen pagador",privado,484.0,mujer,"no vive solo"
681,buen,"bad running",10.0,"pre mal pagador",privado,1048.0,hombre,"no vive solo"
682,buen,"bad running",12.0,"pre buen pagador",privado,1155.0,mujer,"no vive solo"
683,buen,"bad running",20.0,"pre buen pagador",privado,7057.0,hombre,"no vive solo"
684,buen,"bad running",15.0,"pre buen pagador",privado,1537.0,hombre,"no vive solo"
685,buen,no,12.0,"pre buen pagador",privado,2214.0,hombre,"no vive solo"
686,buen,"good running",24.0,"pre buen pagador",privado,1585.0,hombre,"no vive solo"
687,buen,"bad running",10.0,"pre buen pagador",privado,1521.0,hombre,"vive solo"
688,buen,"bad running",36.0,"pre mal pagador",privado,3990.0,mujer,"vive solo"
689,buen,"bad running",18.0,"pre buen pagador",privado,3049.0,mujer,"vive solo"
690,mal,no,24.0,"pre buen pagador",privado,1282.0,mujer,"vive solo"
691,buen,"good running",60.0,"pre buen pagador",privado,10144.0,mujer,"vive solo"
692,buen,no,12.0,"pre buen pagador",profesional,1168.0,mujer,"no vive solo"
693,buen,"bad running",6.0,"pre buen pagador",privado,454.0,mujer,"no vive solo"
694,buen,"good running",15.0,"pre buen pagador",privado,3594.0,mujer,"vive solo"
695,buen,"good running",12.0,"pre buen pagador",privado,1768.0,hombre,"no vive solo"
696,buen,"good running",60.0,"pre buen pagador",privado,15653.0,hombre,"no vive solo"
697,buen,"bad running",12.0,"pre buen pagador",profesional,2247.0,mujer,"vive solo"
698,buen,"good running",24.0,"pre buen pagador",privado,1413.0,mujer,"no vive solo"
699,buen,"bad running",45.0,"pre buen pagador",privado,4576.0,hombre,"no vive solo"
700,buen,no,24.0,"pre buen pagador",privado,1231.0,mujer,"vive solo"
701,mal,no,36.0,"pre buen pagador",privado,8335.0,hombre,"no vive solo"
702,buen,"bad running",36.0,"pre buen pagador",privado,5800.0,hombre,"no vive solo"
703,buen,no,18.0,"pre buen pagador",privado,8471.0,mujer,"vive solo"
704,buen,no,30.0,"pre buen pagador",privado,3622.0,mujer,"vive solo"
705,buen,no,6.0,"pre buen pagador",privado,1169.0,hombre,"no vive solo"
706,buen,"good running",15.0,"pre buen pagador",privado,1262.0,hombre,"no vive solo"
707,buen,"bad running",24.0,"pre buen pagador",privado,3617.0,hombre,"no vive solo"
708,buen,"bad running",30.0,"pre buen pagador",profesional,2181.0,hombre,"no vive solo"
709,mal,no,48.0,"pre mal pagador",profesional,7685.0,mujer,"vive solo"
710,buen,"good running",48.0,"pre buen pagador",privado,6110.0,hombre,"no vive solo"
711,buen,"good running",24.0,"pre buen pagador",profesional,3757.0,mujer,"vive solo"
712,buen,no,42.0,"pre buen pagador",privado,3394.0,hombre,"no vive solo"
713,buen,"good running",36.0,"pre buen pagador",profesional,6304.0,hombre,"no vive solo"
714,buen,"good running",9.0,"pre buen pagador",privado,1244.0,mujer,"vive solo"
715,buen,"good running",6.0,"pre buen pagador",profesional,3518.0,hombre,"no vive solo"
716,buen,"good running",36.0,"pre mal pagador",privado,2613.0,hombre,"no vive solo"
717,buen,no,48.0,"pre buen pagador",privado,7476.0,hombre,"no vive solo"
718,mal,"good running",24.0,"pre buen pagador",profesional,4591.0,hombre,"no vive solo"
719,mal,"bad running",18.0,"pre buen pagador",privado,1924.0,mujer,"vive solo"
720,mal,"bad running",72.0,"pre buen pagador",privado,5595.0,mujer,"no vive solo"
721,mal,"bad running",48.0,"pre buen pagador",privado,6224.0,hombre,"no vive solo"
722,buen,"bad running",15.0,"pre buen pagador",privado,1905.0,hombre,"no vive solo"
723,buen,"good running",21.0,"pre buen pagador",privado,2993.0,hombre,"no vive solo"
724,buen,"good running",36.0,"pre buen pagador",privado,8947.0,hombre,"no vive solo"
725,buen,no,24.0,"pre buen pagador",privado,4020.0,hombre,"no vive solo"
726,buen,"bad running",18.0,"pre buen pagador",privado,2779.0,mujer,"no vive solo"
727,buen,"good running",21.0,"pre buen pagador",profesional,2782.0,mujer,"vive solo"
728,buen,"good running",12.0,"pre buen pagador",profesional,1884.0,hombre,"no vive solo"
729,buen,"good running",36.0,"pre buen pagador",privado,11054.0,hombre,"no vive solo"
730,buen,"bad running",60.0,"pre buen pagador",privado,9157.0,hombre,"no vive solo"
731,buen,"bad running",42.0,"pre mal pagador",privado,9283.0,hombre,"no vive solo"
732,buen,"good running",60.0,"pre buen pagador",profesional,6527.0,hombre,"no vive solo"
733,buen,"good running",15.0,"pre buen pagador",privado,3368.0,hombre,"no vive solo"
734,buen,no,15.0,"pre buen pagador",profesional,2511.0,mujer,"vive solo"
735,buen,no,36.0,"pre buen pagador",privado,5493.0,hombre,"no vive solo"
736,buen,"good running",6.0,"pre buen pagador",privado,1338.0,hombre,"vive solo"
737,buen,"bad running",9.0,"pre buen pagador",privado,1082.0,hombre,"no vive solo"
738,buen,"good running",18.0,"pre buen pagador",privado,1149.0,hombre,"no vive solo"
739,buen,"bad running",15.0,"pre buen pagador",privado,1308.0,hombre,"no vive solo"
740,buen,"bad running",20.0,"pre mal pagador",privado,6148.0,mujer,"no vive solo"
741,buen,"good running",12.0,"pre buen pagador",privado,1736.0,mujer,"vive solo"
742,buen,"good running",12.0,"pre buen pagador",privado,3059.0,hombre,"vive solo"
743,mal,no,24.0,"pre buen pagador",privado,2996.0,mujer,"no vive solo"
744,buen,"good running",30.0,"pre buen pagador",privado,7596.0,hombre,"no vive solo"
745,buen,"good running",30.0,"pre buen pagador",privado,4811.0,mujer,"vive solo"
746,buen,"good running",6.0,"pre buen pagador",privado,1766.0,mujer,"no vive solo"
747,buen,"bad running",24.0,"pre buen pagador",privado,2760.0,hombre,"no vive solo"
748,buen,"good running",24.0,"pre buen pagador",privado,5507.0,hombre,"no vive solo"
749,buen,"bad running",9.0,"pre buen pagador",privado,1199.0,mujer,"vive solo"
750,buen,"bad running",24.0,"pre buen pagador",privado,2892.0,hombre,"vive solo"
751,buen,"bad running",36.0,"pre buen pagador",profesional,2862.0,hombre,"no vive solo"
752,mal,no,9.0,"pre buen pagador",profesional,654.0,hombre,"no vive solo"
753,mal,"bad running",9.0,"pre buen pagador",privado,1136.0,hombre,"no vive solo"
754,mal,"bad running",24.0,"pre buen pagador",privado,4113.0,mujer,"vive solo"
755,mal,"bad running",6.0,"pre buen pagador",profesional,14555.0,hombre,"no vive solo"
756,mal,no,15.0,"pre mal pagador",profesional,950.0,hombre,"no vive solo"
757,mal,no,24.0,"pre buen pagador",profesional,1199.0,hombre,"no vive solo"
758,mal,no,12.0,"pre mal pagador",profesional,1082.0,hombre,"no vive solo"
759,mal,"bad running",30.0,"pre buen pagador",profesional,2150.0,mujer,"vive solo"
760,mal,"bad running",36.0,"pre buen pagador",profesional,2820.0,hombre,"vive solo"
761,mal,"bad running",48.0,"pre buen pagador",privado,3060.0,hombre,"no vive solo"
762,mal,no,18.0,"pre buen pagador",privado,2600.0,hombre,"no vive solo"
763,mal,"good running",21.0,"pre mal pagador",profesional,5003.0,mujer,"vive solo"
764,mal,"bad running",60.0,"pre buen pagador",privado,6288.0,hombre,"no vive solo"
765,mal,"good running",24.0,"pre buen pagador",profesional,2538.0,hombre,"no vive solo"
766,mal,"good running",9.0,"pre buen pagador",privado,1478.0,hombre,"no vive solo"
767,mal,"bad running",39.0,"pre buen pagador",privado,4933.0,hombre,"no vive solo"
768,mal,"good running",18.0,"pre buen pagador",profesional,1530.0,hombre,"no vive solo"
769,mal,"bad running",9.0,"pre mal pagador",profesional,1437.0,hombre,"no vive solo"
770,mal,no,15.0,"pre buen pagador",privado,1275.0,mujer,"vive solo"
771,mal,no,24.0,"pre buen pagador",privado,1823.0,hombre,"no vive solo"
772,mal,no,9.0,"pre buen pagador",profesional,1422.0,hombre,"no vive solo"
773,mal,no,18.0,"pre buen pagador",privado,1217.0,mujer,"no vive solo"
774,mal,no,36.0,"pre buen pagador",profesional,9271.0,hombre,"no vive solo"
775,mal,no,36.0,"pre buen pagador",profesional,2145.0,hombre,"no vive solo"
776,mal,no,36.0,"pre buen pagador",profesional,1842.0,mujer,"vive solo"
777,mal,"bad running",18.0,"pre buen pagador",privado,4297.0,hombre,"vive solo"
778,mal,no,6.0,"pre buen pagador",privado,3384.0,hombre,"vive solo"
779,mal,"bad running",18.0,"pre buen pagador",privado,1245.0,mujer,"no vive solo"
780,mal,"good running",15.0,"pre buen pagador",privado,4623.0,hombre,"no vive solo"
781,mal,"bad running",30.0,"pre buen pagador",privado,8386.0,hombre,"no vive solo"
782,mal,no,24.0,"pre buen pagador",privado,1024.0,mujer,"no vive solo"
783,mal,"bad running",36.0,"pre buen pagador",profesional,14318.0,hombre,"no vive solo"
784,mal,"bad running",6.0,"pre mal pagador",privado,433.0,mujer,"vive solo"
785,mal,no,12.0,"pre mal pagador",privado,2149.0,hombre,"vive solo"
786,mal,"good running",24.0,"pre buen pagador",privado,2397.0,hombre,"no vive solo"
787,mal,"bad running",6.0,"pre mal pagador",profesional,931.0,mujer,"vive solo"
788,mal,"bad running",15.0,"pre buen pagador",privado,1512.0,mujer,"no vive solo"
789,mal,"bad running",24.0,"pre mal pagador",profesional,4241.0,hombre,"no vive solo"
790,mal,"bad running",24.0,"pre buen pagador",privado,4736.0,mujer,"vive solo"
791,mal,"bad running",15.0,"pre mal pagador",profesional,1778.0,mujer,"vive solo"
792,mal,"bad running",15.0,"pre buen pagador",privado,2327.0,mujer,"vive solo"
793,mal,no,24.0,"pre mal pagador",privado,6872.0,hombre,"vive solo"
794,mal,no,12.0,"pre buen pagador",privado,795.0,mujer,"vive solo"
795,mal,"bad running",30.0,"pre buen pagador",profesional,1908.0,hombre,"no vive solo"
796,mal,"bad running",36.0,"pre mal pagador",profesional,1953.0,hombre,"no vive solo"
797,mal,"bad running",18.0,"pre buen pagador",privado,2864.0,hombre,"no vive solo"
798,mal,"bad running",21.0,"pre buen pagador",privado,2319.0,hombre,"vive solo"
799,mal,no,24.0,"pre buen pagador",profesional,915.0,mujer,"vive solo"
800,mal,"bad running",24.0,"pre buen pagador",profesional,947.0,hombre,"no vive solo"
801,mal,no,24.0,"pre buen pagador",profesional,1381.0,mujer,"vive solo"
802,mal,no,24.0,"pre buen pagador",profesional,1285.0,mujer,"vive solo"
803,mal,no,24.0,"pre buen pagador",profesional,1371.0,mujer,"vive solo"
804,mal,"bad running",18.0,"pre buen pagador",profesional,1042.0,mujer,"vive solo"
805,mal,no,12.0,"pre buen pagador",profesional,900.0,mujer,"no vive solo"
806,mal,no,24.0,"pre buen pagador",profesional,1207.0,mujer,"vive solo"
807,mal,"bad running",18.0,"pre mal pagador",profesional,2278.0,mujer,"vive solo"
808,mal,no,60.0,"pre buen pagador",profesional,6836.0,hombre,"no vive solo"
809,mal,no,24.0,"pre buen pagador",privado,3345.0,hombre,"no vive solo"
810,mal,no,6.0,"pre mal pagador",privado,1198.0,mujer,"vive solo"
811,mal,"bad running",48.0,"pre buen pagador",profesional,15672.0,hombre,"no vive solo"
812,mal,no,60.0,"pre buen pagador",profesional,7297.0,hombre,"no vive solo"
813,mal,"good running",18.0,"pre buen pagador",privado,1943.0,mujer,"vive solo"
814,mal,no,18.0,"pre buen pagador",privado,3190.0,mujer,"vive solo"
815,mal,"bad running",9.0,"pre mal pagador",privado,5129.0,mujer,"vive solo"
816,mal,"good running",18.0,"pre buen pagador",privado,1808.0,mujer,"vive solo"
817,mal,"bad running",10.0,"pre buen pagador",profesional,1240.0,mujer,"vive solo"
818,mal,no,12.0,"pre buen pagador",profesional,759.0,hombre,"no vive solo"
819,mal,"bad running",8.0,"pre buen pagador",privado,1237.0,mujer,"vive solo"
820,mal,"good running",9.0,"pre buen pagador",privado,1980.0,mujer,"vive solo"
821,mal,"bad running",48.0,"pre buen pagador",privado,10961.0,hombre,"no vive solo"
822,mal,no,36.0,"pre buen pagador",privado,6887.0,hombre,"no vive solo"
823,mal,no,24.0,"pre buen pagador",privado,1938.0,hombre,"vive solo"
824,mal,no,21.0,"pre buen pagador",privado,1835.0,mujer,"vive solo"
825,mal,no,24.0,"pre buen pagador",privado,1659.0,mujer,"vive solo"
826,mal,"bad running",6.0,"pre buen pagador",profesional,1209.0,hombre,"no vive solo"
827,mal,"bad running",48.0,"pre mal pagador",profesional,3844.0,hombre,"no vive solo"
828,mal,no,12.0,"pre buen pagador",profesional,4843.0,hombre,"no vive solo"
829,mal,"bad running",12.0,"pre buen pagador",privado,639.0,hombre,"no vive solo"
830,mal,"bad running",48.0,"pre buen pagador",privado,5951.0,mujer,"vive solo"
831,mal,"bad running",36.0,"pre mal pagador",privado,3804.0,mujer,"vive solo"
832,mal,"good running",36.0,"pre buen pagador",privado,4463.0,hombre,"no vive solo"
833,mal,"good running",36.0,"pre buen pagador",profesional,7980.0,hombre,"no vive solo"
834,mal,"bad running",36.0,"pre buen pagador",privado,4210.0,hombre,"no vive solo"
835,mal,"good running",6.0,"pre buen pagador",privado,4611.0,mujer,"vive solo"
836,mal,"bad running",24.0,"pre buen pagador",privado,11560.0,mujer,"vive solo"
837,mal,"good running",18.0,"pre mal pagador",profesional,4165.0,hombre,"no vive solo"
838,mal,"bad running",24.0,"pre buen pagador",privado,4057.0,hombre,"vive solo"
839,mal,"good running",18.0,"pre mal pagador",profesional,6458.0,hombre,"no vive solo"
840,mal,"good running",12.0,"pre buen pagador",profesional,1386.0,mujer,"vive solo"
841,mal,no,36.0,"pre buen pagador",privado,1977.0,hombre,"no vive solo"
842,mal,"bad running",18.0,"pre buen pagador",privado,1928.0,hombre,"no vive solo"
843,mal,"good running",12.0,"pre buen pagador",privado,1123.0,mujer,"vive solo"
844,mal,"bad running",24.0,"pre buen pagador",profesional,11328.0,hombre,"no vive solo"
845,mal,"bad running",24.0,"pre buen pagador",profesional,11938.0,hombre,"no vive solo"
846,mal,"bad running",27.0,"pre buen pagador",privado,2520.0,hombre,"no vive solo"
847,mal,"bad running",30.0,"pre buen pagador",privado,1919.0,hombre,"no vive solo"
848,mal,"bad running",60.0,"pre mal pagador",profesional,14782.0,mujer,"vive solo"
849,mal,"bad running",36.0,"pre buen pagador",privado,2671.0,mujer,"vive solo"
850,mal,"bad running",36.0,"pre buen pagador",privado,12612.0,hombre,"no vive solo"
851,mal,"bad running",45.0,"pre buen pagador",privado,3031.0,hombre,"no vive solo"
852,mal,no,12.0,"pre mal pagador",privado,626.0,mujer,"vive solo"
853,mal,"bad running",24.0,"pre buen pagador",profesional,1935.0,hombre,"vive solo"
854,mal,"bad running",24.0,"pre buen pagador",profesional,1344.0,hombre,"no vive solo"
855,mal,"good running",18.0,"pre buen pagador",privado,1533.0,mujer,"no vive solo"
856,mal,no,48.0,"pre buen pagador",profesional,3931.0,hombre,"no vive solo"
857,mal,no,24.0,"pre mal pagador",privado,3349.0,hombre,"no vive solo"
858,mal,no,36.0,"pre buen pagador",privado,2302.0,hombre,"vive solo"
859,mal,no,42.0,"pre buen pagador",privado,3965.0,hombre,"no vive solo"
860,mal,no,12.0,"pre buen pagador",privado,727.0,mujer,"no vive solo"
861,mal,"good running",48.0,"pre buen pagador",profesional,3914.0,hombre,"vive solo"
862,mal,no,48.0,"pre buen pagador",profesional,4308.0,mujer,"vive solo"
863,mal,"bad running",12.0,"pre buen pagador",privado,1534.0,mujer,"no vive solo"
864,mal,"good running",18.0,"pre buen pagador",profesional,2775.0,hombre,"no vive solo"
865,mal,no,40.0,"pre buen pagador",privado,5998.0,hombre,"no vive solo"
866,mal,"bad running",15.0,"pre buen pagador",privado,1271.0,hombre,"no vive solo"
867,mal,"bad running",12.0,"pre buen pagador",profesional,1295.0,mujer,"vive solo"
868,mal,"bad running",36.0,"pre buen pagador",privado,9398.0,mujer,"no vive solo"
869,mal,"bad running",12.0,"pre buen pagador",privado,951.0,mujer,"vive solo"
870,mal,"bad running",24.0,"pre buen pagador",profesional,1355.0,mujer,"vive solo"
871,mal,no,48.0,"pre buen pagador",privado,3051.0,hombre,"no vive solo"
872,mal,"good running",36.0,"pre buen pagador",profesional,7855.0,mujer,"vive solo"
873,mal,"good running",18.0,"pre buen pagador",privado,433.0,mujer,"vive solo"
874,mal,"good running",36.0,"pre buen pagador",profesional,9572.0,hombre,"vive solo"
875,mal,"bad running",24.0,"pre mal pagador",privado,1837.0,mujer,"vive solo"
876,mal,"bad running",30.0,"pre buen pagador",profesional,4249.0,mujer,"no vive solo"
877,mal,"bad running",30.0,"pre buen pagador",profesional,5234.0,mujer,"no vive solo"
878,mal,no,48.0,"pre buen pagador",privado,6758.0,mujer,"vive solo"
879,mal,no,9.0,"pre buen pagador",privado,1366.0,mujer,"vive solo"
880,mal,no,24.0,"pre mal pagador",profesional,1358.0,hombre,"no vive solo"
881,mal,no,18.0,"pre buen pagador",privado,2473.0,hombre,"no vive solo"
882,mal,"bad running",9.0,"pre mal pagador",privado,1337.0,hombre,"no vive solo"
883,mal,no,48.0,"pre buen pagador",profesional,7763.0,hombre,"no vive solo"
884,mal,"bad running",15.0,"pre mal pagador",profesional,1264.0,mujer,"no vive solo"
885,mal,"bad running",15.0,"pre buen pagador",profesional,2631.0,mujer,"vive solo"
886,mal,"bad running",48.0,"pre buen pagador",profesional,6560.0,hombre,"no vive solo"
887,mal,no,24.0,"pre buen pagador",profesional,3123.0,mujer,"vive solo"
888,mal,no,36.0,"pre buen pagador",privado,8065.0,mujer,"vive solo"
889,mal,no,24.0,"pre buen pagador",privado,2439.0,mujer,"vive solo"
890,mal,"bad running",36.0,"pre buen pagador",privado,9034.0,hombre,"no vive solo"
891,mal,"bad running",60.0,"pre buen pagador",profesional,14027.0,hombre,"no vive solo"
892,mal,no,36.0,"pre buen pagador",privado,9629.0,hombre,"no vive solo"
893,mal,"bad running",12.0,"pre buen pagador",privado,1484.0,mujer,"no vive solo"
894,mal,no,18.0,"pre buen pagador",privado,1131.0,mujer,"vive solo"
895,mal,"bad running",24.0,"pre buen pagador",privado,2064.0,mujer,"vive solo"
896,mal,"bad running",18.0,"pre buen pagador",privado,12976.0,mujer,"vive solo"
897,mal,"good running",21.0,"pre buen pagador",profesional,2580.0,hombre,"no vive solo"
898,mal,"good running",27.0,"pre buen pagador",profesional,2570.0,mujer,"vive solo"
899,mal,"bad running",27.0,"pre buen pagador",profesional,3915.0,hombre,"no vive solo"
900,mal,"good running",10.0,"pre buen pagador",profesional,1309.0,hombre,"no vive solo"
901,mal,no,24.0,"pre buen pagador",profesional,4817.0,hombre,"no vive solo"
902,mal,no,12.0,"pre buen pagador",profesional,2579.0,hombre,"no vive solo"
903,mal,"bad running",36.0,"pre buen pagador",profesional,2225.0,hombre,"no vive solo"
904,mal,no,18.0,"pre buen pagador",privado,4153.0,hombre,"no vive solo"
905,mal,no,18.0,"pre mal pagador",privado,3114.0,mujer,"vive solo"
906,mal,no,18.0,"pre buen pagador",privado,2124.0,mujer,"vive solo"
907,mal,no,18.0,"pre mal pagador",privado,1553.0,hombre,"no vive solo"
908,mal,no,30.0,"pre buen pagador",privado,2406.0,mujer,"vive solo"
909,mal,no,24.0,"pre buen pagador",profesional,1333.0,hombre,"no vive solo"
910,mal,no,48.0,"pre mal pagador",privado,7119.0,hombre,"no vive solo"
911,mal,no,24.0,"pre buen pagador",profesional,4870.0,hombre,"no vive solo"
912,mal,no,12.0,"pre buen pagador",profesional,691.0,hombre,"no vive solo"
913,mal,no,42.0,"pre buen pagador",privado,4370.0,hombre,"no vive solo"
914,mal,no,36.0,"pre mal pagador",privado,2746.0,hombre,"no vive solo"
915,mal,no,24.0,"pre mal pagador",privado,4110.0,hombre,"no vive solo"
916,mal,no,18.0,"pre buen pagador",privado,2462.0,hombre,"no vive solo"
917,mal,no,12.0,"pre buen pagador",privado,1282.0,mujer,"vive solo"
918,mal,"bad running",12.0,"pre mal pagador",privado,2969.0,mujer,"vive solo"
919,mal,no,48.0,"pre mal pagador",privado,4605.0,hombre,"no vive solo"
920,mal,no,48.0,"pre buen pagador",privado,6331.0,hombre,"no vive solo"
921,mal,no,24.0,"pre mal pagador",privado,3552.0,hombre,"no vive solo"
922,mal,no,12.0,"pre mal pagador",profesional,697.0,hombre,"no vive solo"
923,mal,no,24.0,"pre buen pagador",profesional,1442.0,mujer,"vive solo"
924,mal,no,27.0,"pre mal pagador",profesional,5293.0,hombre,"no vive solo"
925,mal,no,21.0,"pre buen pagador",privado,3414.0,hombre,"no vive solo"
926,mal,no,18.0,"pre buen pagador",privado,2039.0,mujer,"vive solo"
927,mal,no,24.0,"pre mal pagador",profesional,3161.0,hombre,"no vive solo"
928,mal,no,12.0,"pre buen pagador",privado,902.0,mujer,"no vive solo"
929,mal,no,48.0,"pre buen pagador",privado,10297.0,hombre,"no vive solo"
930,mal,"bad running",48.0,"pre mal pagador",profesional,14421.0,hombre,"no vive solo"
931,mal,"bad running",18.0,"pre buen pagador",profesional,1056.0,hombre,"no vive solo"
932,mal,no,12.0,"pre buen pagador",profesional,1274.0,mujer,"vive solo"
933,mal,"bad running",12.0,"pre buen pagador",profesional,1223.0,hombre,"vive solo"
934,mal,no,12.0,"pre buen pagador",profesional,1372.0,hombre,"vive solo"
935,mal,no,16.0,"pre buen pagador",profesional,2625.0,hombre,"no vive solo"
936,mal,no,20.0,"pre buen pagador",profesional,2235.0,mujer,"no vive solo"
937,mal,"bad running",9.0,"pre buen pagador",privado,959.0,mujer,"vive solo"
938,mal,"bad running",18.0,"pre buen pagador",profesional,884.0,hombre,"no vive solo"
939,mal,"bad running",24.0,"pre buen pagador",profesional,1246.0,hombre,"no vive solo"
940,mal,"bad running",36.0,"pre buen pagador",profesional,8086.0,hombre,"no vive solo"
941,mal,"good running",48.0,"pre buen pagador",profesional,10127.0,hombre,"no vive solo"
942,mal,"bad running",12.0,"pre buen pagador",profesional,888.0,hombre,"no vive solo"
943,mal,"good running",12.0,"pre buen pagador",privado,719.0,hombre,"no vive solo"
944,mal,"bad running",36.0,"pre buen pagador",profesional,12389.0,hombre,"no vive solo"
945,mal,no,12.0,"pre buen pagador",privado,709.0,hombre,"no vive solo"
946,mal,"bad running",15.0,"pre mal pagador",profesional,6850.0,hombre,"no vive solo"
947,mal,"good running",10.0,"pre buen pagador",privado,2210.0,hombre,"no vive solo"
948,mal,"good running",30.0,"pre mal pagador",privado,7485.0,mujer,"vive solo"
949,mal,no,18.0,"pre mal pagador",profesional,1442.0,hombre,"no vive solo"
950,mal,"good running",12.0,"pre buen pagador",privado,797.0,mujer,"vive solo"
951,mal,"bad running",45.0,"pre buen pagador",privado,4746.0,hombre,"no vive solo"
952,mal,"bad running",12.0,"pre buen pagador",profesional,939.0,mujer,"no vive solo"
953,mal,"bad running",21.0,"pre buen pagador",profesional,1188.0,mujer,"vive solo"
954,mal,"good running",48.0,"pre buen pagador",privado,11590.0,mujer,"vive solo"
955,mal,"bad running",12.0,"pre mal pagador",profesional,609.0,mujer,"vive solo"
956,mal,no,18.0,"pre buen pagador",privado,1190.0,mujer,"vive solo"
957,mal,"bad running",21.0,"pre buen pagador",profesional,2767.0,hombre,"vive solo"
958,mal,"bad running",30.0,"pre buen pagador",privado,3441.0,mujer,"vive solo"
959,mal,"bad running",30.0,"pre mal pagador",profesional,4280.0,mujer,"vive solo"
960,mal,"bad running",24.0,"pre buen pagador",privado,3092.0,mujer,"no vive solo"
961,mal,"good running",18.0,"pre buen pagador",profesional,6761.0,hombre,"no vive solo"
962,mal,"bad running",12.0,"pre buen pagador",privado,1331.0,hombre,"no vive solo"
963,mal,"bad running",54.0,"pre mal pagador",profesional,15945.0,hombre,"no vive solo"
964,mal,no,24.0,"pre buen pagador",privado,3234.0,mujer,"vive solo"
965,mal,"bad running",15.0,"pre buen pagador",privado,802.0,hombre,"no vive solo"
966,mal,"bad running",48.0,"pre buen pagador",privado,9960.0,mujer,"vive solo"
967,mal,"good running",24.0,"pre buen pagador",profesional,8648.0,hombre,"no vive solo"
968,mal,no,18.0,"pre buen pagador",privado,1345.0,mujer,"no vive solo"
969,mal,no,45.0,"pre buen pagador",privado,1845.0,hombre,"no vive solo"
970,mal,no,21.0,"pre mal pagador",profesional,1647.0,hombre,"no vive solo"
971,mal,"good running",48.0,"pre buen pagador",profesional,4844.0,hombre,"no vive solo"
972,mal,"bad running",27.0,"pre mal pagador",profesional,8318.0,mujer,"vive solo"
973,mal,"bad running",18.0,"pre buen pagador",privado,2100.0,hombre,"no vive solo"
974,mal,no,45.0,"pre mal pagador",profesional,11816.0,hombre,"no vive solo"
975,mal,no,6.0,"pre buen pagador",privado,448.0,mujer,"vive solo"
976,mal,no,30.0,"pre buen pagador",privado,11998.0,hombre,"vive solo"
977,mal,"bad running",48.0,"pre mal pagador",profesional,18424.0,mujer,"vive solo"
978,mal,no,6.0,"pre buen pagador",profesional,14896.0,hombre,"no vive solo"
979,mal,"bad running",12.0,"pre buen pagador",privado,2762.0,mujer,"vive solo"
980,mal,no,12.0,"pre buen pagador",privado,3386.0,hombre,"no vive solo"
981,mal,"bad running",24.0,"pre buen pagador",privado,2039.0,mujer,"no vive solo"
982,mal,"good running",18.0,"pre buen pagador",profesional,2169.0,mujer,"no vive solo"
983,mal,"bad running",48.0,"pre buen pagador",privado,5096.0,mujer,"vive solo"
984,mal,no,18.0,"pre buen pagador",privado,1882.0,mujer,"vive solo"
985,mal,no,48.0,"pre buen pagador",privado,6999.0,mujer,"no vive solo"
986,mal,"good running",12.0,"pre buen pagador",profesional,2292.0,hombre,"no vive solo"
987,mal,no,14.0,"pre buen pagador",profesional,8978.0,hombre,"vive solo"
988,mal,no,12.0,"pre buen pagador",privado,674.0,mujer,"no vive solo"
989,mal,no,18.0,"pre buen pagador",profesional,976.0,mujer,"vive solo"
990,mal,"bad running",24.0,"pre buen pagador",profesional,2718.0,mujer,"vive solo"
991,mal,no,18.0,"pre buen pagador",privado,750.0,mujer,"vive solo"
992,mal,"bad running",24.0,"pre buen pagador",privado,12579.0,mujer,"vive solo"
993,mal,no,18.0,"pre buen pagador",privado,7511.0,hombre,"no vive solo"
994,mal,no,18.0,"pre buen pagador",profesional,3966.0,mujer,"vive solo"
995,mal,no,12.0,"pre mal pagador",privado,6199.0,hombre,"no vive solo"
996,mal,no,24.0,"pre buen pagador",privado,1987.0,hombre,"no vive solo"
997,mal,no,24.0,"pre buen pagador",profesional,2303.0,hombre,"no vive solo"
998,mal,"good running",21.0,"pre buen pagador",profesional,12680.0,hombre,"no vive solo"
999,mal,"bad running",12.0,"pre buen pagador",privado,6468.0,hombre,"no vive solo"
1000,mal,no,30.0,"pre buen pagador",privado,6350.0,hombre,"no vive solo"
